Christmas 2025 w/ Horn,,Merry Christmas in the Snowy Fields 2025,,Lotto Drop Bonus:,,10,,Apple AP Buyback?:,X,,Event Run Caps:,,,,,,,,Raid Run Caps:,,,,,,,,Special Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,AP,AP,BP,Type,Lotto,Lotto,Total Eff,T. Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,QP,QP/AP,Box,Eff,,Avg Lot,# Lot,R/Box,AP/Box,,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,ID,Material,Drop%,APD,,Eff,Eff (min),,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%,,ID,Material,Drop%
Powder: Day 4,30.25,40,915,Lotto,10,,7.001,4.519,,6544,Fragment of a Twinkling Star,22.02,137.4,AP,1.093,0.689,,6543,Crown of Silvery Light,22.85,132.4,AP,0.234,0.152,,6535,Eternal Ice,23.96,126.3,AP,0.25,0.187,,6204,Secret Gem of Rider,20.72,146,AP,0.503,,,7104,Rider Monument,23.5,128.7,AP,0.383,,,6104,Magic Gem of Rider,33.02,91.6,AP,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",311,"48,132",,,45,15,3.1,93.1,,6519,Warhorse's Young Horn,65,46.5,AP,1.85,1.119,,6526,Shell of Reminiscense,65,46.5,AP,0.668,0.467,,6514,Homunculus Baby,65,46.5,AP,0.976,0.714,,6534,Mystic Gunpowder,97.5,31,AP,0.883,0.544,,6533,Stake of Wailing Night,97.5,31,AP,0.883,0.552,,6549,Small Bell of Absolution,17.225,175.6,AP,0.165,0.096,,6005,Gem of Caster,10.4,290.9,AP,0.028,,,,,,,,,,,,6005,Gem of Caster,10.4,,,,,,-1,Blue Gems,65,,-6,XP,975
Flake: Day 4,29.26,40,"1,098",Lotto,10,,8.502,5.345,,6542,Egg of Truth,25.77,113.5,AP,1.41,0.826,,6541,Arrowhead of Malice,29.25,100,AP,0.456,0.276,,6549,Small Bell of Absolution,46.53,62.9,AP,0.46,0.268,,6205,Secret Gem of Caster,26.39,110.9,AP,0.446,,,7105,Caster Monument,25.9,113,AP,0.431,,,6005,Gem of Caster,32.91,88.9,AP,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",386,"54,803",,,49.6,16.5,2.8,81.7,,6519,Warhorse's Young Horn,71.587,40.9,AP,2.106,1.274,,6526,Shell of Reminiscense,71.587,40.9,AP,0.761,0.531,,6514,Homunculus Baby,71.587,40.9,AP,1.111,0.813,,6534,Mystic Gunpowder,107.38,27.2,AP,1.006,0.619,,6533,Stake of Wailing Night,107.38,27.2,AP,1.006,0.628,,6549,Small Bell of Absolution,18.97,154.2,AP,0.187,0.109,,6005,Gem of Caster,11.454,255.5,AP,0.032,,,,,,,,,,,,6005,Gem of Caster,11.454,,,,,,-1,Blue Gems,71.587,,-6,XP,1073.8
Powder: Day 5,30.12,40,915,Lotto,10,,6.863,4.341,,6539,Reactor Core of Dawn,28.1,107.2,AP,0.86,0.484,,6538,Soundless Bell,20.13,149.6,AP,0.21,0.138,,6527,Deadly Poison Needle,26.99,111.6,AP,0.272,0.166,,6103,Magic Gem of Lancer,28.1,107.2,AP,0.188,,,7103,Lancer Monument,19.03,158.3,AP,0.302,,,6003,Gem of Lancer,27.21,110.7,AP,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",312,"48,985",,,45.6,15.2,3,91.5,,6519,Warhorse's Young Horn,65.867,45.7,AP,1.883,1.139,,6526,Shell of Reminiscense,65.867,45.7,AP,0.68,0.475,,6514,Homunculus Baby,65.867,45.7,AP,0.993,0.727,,6534,Mystic Gunpowder,98.8,30.5,AP,0.899,0.553,,6533,Stake of Wailing Night,98.8,30.5,AP,0.899,0.561,,6549,Small Bell of Absolution,17.455,172.6,AP,0.167,0.098,,6005,Gem of Caster,10.539,285.8,AP,0.028,,,,,,,,,,,,6005,Gem of Caster,10.539,,,,,,-1,Blue Gems,65.867,,-6,XP,988
Flake: Day 5,29.23,40,"1,098",Lotto,10,,8.241,5.17,,6531,Mysterious Divine Wine,26.27,111.3,AP,1.267,0.655,,6535,Eternal Ice,29.28,99.8,AP,0.316,0.237,,6551,Twilit Ritual Sword,46.05,63.5,AP,0.457,0.287,,6207,Secret Gem of Berserker,26.85,108.9,AP,0.683,,,7107,Berserker Monument,26.64,109.7,AP,0.438,,,6007,Gem of Berserker,32.98,88.6,AP,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",386,"55,025",,,49.7,16.6,2.8,81.4,,6519,Warhorse's Young Horn,71.803,40.7,AP,2.115,1.279,,6526,Shell of Reminiscense,71.803,40.7,AP,0.764,0.533,,6514,Homunculus Baby,71.803,40.7,AP,1.115,0.816,,6534,Mystic Gunpowder,107.705,27.1,AP,1.01,0.622,,6533,Stake of Wailing Night,107.705,27.1,AP,1.01,0.631,,6549,Small Bell of Absolution,19.028,153.6,AP,0.188,0.11,,6005,Gem of Caster,11.489,254.4,AP,0.032,,,,,,,,,,,,6005,Gem of Caster,11.489,,,,,,-1,Blue Gems,71.803,,-6,XP,1077.1
Powder: Day 6,30.22,40,915,Lotto,10,,6.638,4.16,,6532,Refined Magatama,39.01,77.5,AP,0.569,0.296,,6508,Ghost Lantern,24.42,123.8,AP,0.369,0.235,,6503,Proof of Hero,40.55,74.5,AP,0.251,0.122,,6102,Magic Gem of Archer,32.49,93,AP,0.215,,,7102,Archer Monument,20.11,150.3,AP,0.322,,,6002,Gem of Archer,27.18,111.2,AP,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",311,"48,341",,,45.2,15.1,3.1,92.7,,6519,Warhorse's Young Horn,65.217,46.3,AP,1.858,1.124,,6526,Shell of Reminiscense,65.217,46.3,AP,0.671,0.469,,6514,Homunculus Baby,65.217,46.3,AP,0.98,0.717,,6534,Mystic Gunpowder,97.825,30.9,AP,0.887,0.546,,6533,Stake of Wailing Night,97.825,30.9,AP,0.887,0.554,,6549,Small Bell of Absolution,17.282,174.9,AP,0.165,0.096,,6005,Gem of Caster,10.435,289.6,AP,0.028,,,,,,,,,,,,6005,Gem of Caster,10.435,,,,,,-1,Blue Gems,65.217,,-6,XP,978.3
Flake: Day 6,29.27,40,"1,098",Lotto,10,,8.38,5.251,,6528,Primordial Lanugo,31.61,92.6,AP,1.123,0.706,,6511,Forbidden Page,30.13,97.1,AP,0.628,0.314,,6530,Mystic Spinal Fluid,46.71,62.7,AP,0.458,0.26,,6106,Magic Gem of Assassin,32.96,88.8,AP,0.214,,,7106,Assassin Monument,25.09,116.7,AP,0.414,,,6006,Gem of Assassin,27.66,105.8,AP,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",385,"54,751",,,49.5,16.5,2.8,81.8,,6519,Warhorse's Young Horn,71.543,40.9,AP,2.105,1.273,,6526,Shell of Reminiscense,71.543,40.9,AP,0.76,0.531,,6514,Homunculus Baby,71.543,40.9,AP,1.11,0.812,,6534,Mystic Gunpowder,107.315,27.3,AP,1.005,0.619,,6533,Stake of Wailing Night,107.315,27.3,AP,1.005,0.627,,6549,Small Bell of Absolution,18.959,154.4,AP,0.187,0.109,,6005,Gem of Caster,11.447,255.7,AP,0.032,,,,,,,,,,,,6005,Gem of Caster,11.447,,,,,,-1,Blue Gems,71.543,,-6,XP,1073.2
Powder Dust,30.18,40,915,Lotto,10,,6.422,4.072,,6523,Lamp of Evil-Sealing,25.79,117,AP,0.342,0.214,,6527,Deadly Poison Needle,30.68,98.4,AP,0.309,0.189,,6505,Void's Dust,30.55,98.8,AP,0.294,0.145,,6106,Magic Gem of Assassin,26.6,113.5,AP,0.167,,,7106,Assassin Monument,22.39,134.8,AP,0.358,,,6006,Gem of Assassin,28.66,105.3,AP,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,400",311,"48,598",,,45.3,15.1,3.1,92.2,,6519,Warhorse's Young Horn,65.477,46.1,AP,1.868,1.13,,6526,Shell of Reminiscense,65.477,46.1,AP,0.675,0.471,,6514,Homunculus Baby,65.477,46.1,AP,0.985,0.721,,6534,Mystic Gunpowder,98.215,30.7,AP,0.892,0.549,,6533,Stake of Wailing Night,98.215,30.7,AP,0.892,0.557,,6549,Small Bell of Absolution,17.351,173.9,AP,0.166,0.097,,6005,Gem of Caster,10.476,288.1,AP,0.028,,,,,,,,,,,,6005,Gem of Caster,10.476,,,,,,-1,Blue Gems,65.477,,-6,XP,982.2
Flake Dust,29.28,40,"1,098",Lotto,10,,8.197,5.037,,6520,Tearstone of Blood,30.96,94.6,AP,1.164,0.582,,6510,Eternal Gear,28.68,102.1,AP,0.427,0.211,,6551,Twilit Ritual Sword,44.88,65.2,AP,0.445,0.279,,6107,Magic Gem of Berserker,31.34,93.4,AP,0.235,,,7107,Berserker Monument,25.26,115.9,AP,0.415,,,6007,Gem of Berserker,27.36,107,AP,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,280",385,"54,666",,,49.5,16.5,2.8,82,,6519,Warhorse's Young Horn,71.457,41,AP,2.101,1.271,,6526,Shell of Reminiscense,71.457,41,AP,0.759,0.53,,6514,Homunculus Baby,71.457,41,AP,1.108,0.811,,6534,Mystic Gunpowder,107.185,27.3,AP,1.003,0.618,,6533,Stake of Wailing Night,107.185,27.3,AP,1.003,0.626,,6549,Small Bell of Absolution,18.936,154.6,AP,0.187,0.109,,6005,Gem of Caster,11.433,256.1,AP,0.032,,,,,,,,,,,,6005,Gem of Caster,11.433,,,,,,-1,Blue Gems,71.457,,-6,XP,1071.9
Diamond Dust,28.29,40,"1,318",Lotto,10,,11.328,7.172,,6542,Egg of Truth,31.19,90.7,AP,1.765,1.034,,6525,Scarab of Wisdom,31.12,90.9,AP,1.685,1.129,,6556,Ether Photon Converger,33.73,83.9,AP,0.547,0.348,,6503,Proof of Hero,54.83,51.6,AP,0.362,0.176,,6205,Secret Gem of Caster,31.24,90.6,AP,0.547,,,6105,Magic Gem of Caster,21.28,132.9,AP,0.133,,,6005,Gem of Caster,11.44,247.3,AP,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,536",478,"61,829",,,54.1,18,2.6,72.5,,6519,Warhorse's Young Horn,78.087,36.2,AP,2.377,1.437,,6526,Shell of Reminiscense,78.087,36.2,AP,0.858,0.599,,6514,Homunculus Baby,78.087,36.2,AP,1.253,0.917,,6534,Mystic Gunpowder,117.13,24.2,AP,1.134,0.699,,6533,Stake of Wailing Night,117.13,24.2,AP,1.134,0.709,,6549,Small Bell of Absolution,20.693,136.7,AP,0.211,0.123,,6005,Gem of Caster,12.494,226.4,AP,0.036,,,,,,,,,,,,6005,Gem of Caster,12.494,,,,,,-1,Blue Gems,78.087,,-6,XP,1171.3
Snow Crystal,,,615,Lotto,10,,,,,6549,Small Bell of Absolution,66.15,0,AP,,0,,6005,Gem of Caster,40.6,0,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,400",,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519,Warhorse's Young Horn,,,,,,,6526,Shell of Reminiscense,,,,,,,6514,Homunculus Baby,,,,,,,6534,Mystic Gunpowder,,,,,,,6533,Stake of Wailing Night,,,,,,,6549,Small Bell of Absolution,,,,,,,6005,Gem of Caster,,,,,,,,,,,,,,,,6005,Gem of Caster,,,,,,,-1,Blue Gems,,,-6,XP,
